query_idx,ef_true,recall_at_ef_true,RV_gamma_0.1,RV_gamma_0.5,RV_gamma_1.0,RV_gamma_2.0,RV_gamma_5.0,RV_gamma_10.0,RV_gamma_20.0
5896,100,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.1
6485,150,1.0,0.2,0.2,0.2,0.3,0.4,0.6,0.8
2463,150,1.0,0.2,0.2,0.2,0.3,0.3,0.5,0.6
9611,50,1.0,0.4,0.4,0.5,0.5,0.6,0.7,0.8
8876,400,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.6
4629,850,1.0,0.1,0.1,0.1,0.1,0.2,0.4,0.0
5430,50,1.0,0.3,0.3,0.4,0.4,0.6,0.8,0.8
1327,400,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.5
3742,50,1.0,0.4,0.4,0.4,0.5,0.6,0.8,0.9
409,5000,0.9,0.1,0.1,0.1,0.1,0.2,0.4,0.3
3272,50,1.0,0.5,0.5,0.5,0.6,0.7,0.9,0.9
1207,3450,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.0
9981,50,1.0,0.2,0.3,0.3,0.4,0.6,0.8,0.9
8017,100,1.0,0.3,0.3,0.3,0.3,0.4,0.5,0.7
6689,150,1.0,0.2,0.3,0.3,0.3,0.4,0.6,0.7
26,100,1.0,0.2,0.3,0.3,0.3,0.4,0.5,0.7
9529,2950,1.0,0.1,0.1,0.1,0.2,0.3,0.5,0.4
4768,50,1.0,0.4,0.4,0.5,0.6,0.7,0.8,0.9
7856,600,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.2
3287,2150,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
2192,100,1.0,0.2,0.3,0.3,0.3,0.4,0.6,0.8
7713,100,1.0,0.2,0.2,0.3,0.3,0.4,0.6,0.8
7057,250,1.0,0.2,0.2,0.2,0.3,0.4,0.6,0.7
3714,100,1.0,0.2,0.2,0.3,0.3,0.4,0.5,0.8
9552,100,1.0,0.1,0.2,0.2,0.2,0.3,0.5,0.7
1544,50,1.0,0.2,0.2,0.2,0.3,0.4,0.6,0.8
3294,100,1.0,0.2,0.3,0.3,0.3,0.4,0.5,0.7
1193,300,1.0,0.2,0.2,0.3,0.3,0.4,0.6,0.8
4826,100,1.0,0.3,0.3,0.3,0.3,0.4,0.4,0.6
2631,2600,1.0,0.1,0.2,0.2,0.2,0.3,0.4,0.1
2111,50,1.0,0.4,0.4,0.4,0.5,0.7,0.8,0.9
8093,1650,1.0,0.1,0.2,0.2,0.2,0.4,0.7,0.8
4581,350,1.0,0.2,0.2,0.2,0.3,0.4,0.8,0.9
5049,50,1.0,0.2,0.2,0.2,0.3,0.4,0.5,0.8
5446,550,1.0,0.2,0.2,0.2,0.3,0.4,0.6,0.8
8484,50,1.0,0.3,0.3,0.3,0.3,0.5,0.6,0.8
3885,50,1.0,0.3,0.3,0.3,0.3,0.5,0.7,0.8
5098,50,1.0,0.2,0.3,0.3,0.4,0.7,0.9,0.9
8008,2650,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.7
4623,50,1.0,0.3,0.3,0.3,0.4,0.6,0.9,0.9
3733,1300,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.6
7324,300,1.0,0.1,0.1,0.1,0.2,0.3,0.4,0.2
6711,900,1.0,0.1,0.2,0.2,0.2,0.3,0.5,0.1
2966,2700,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.5
5217,100,1.0,0.2,0.2,0.3,0.3,0.4,0.5,0.7
3812,50,1.0,0.2,0.2,0.2,0.3,0.4,0.6,0.3
2822,200,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
8276,150,1.0,0.2,0.2,0.2,0.3,0.4,0.6,0.8
2987,50,1.0,0.4,0.4,0.4,0.5,0.7,0.8,0.9
3868,2350,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.1
1926,900,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.0
1351,50,1.0,0.3,0.4,0.4,0.5,0.7,0.9,1.0
2107,150,1.0,0.1,0.1,0.2,0.2,0.3,0.4,0.6
3453,1200,1.0,0.1,0.1,0.2,0.2,0.2,0.4,0.4
3674,50,1.0,0.2,0.2,0.3,0.3,0.5,0.7,0.9
7538,450,1.0,0.1,0.1,0.1,0.2,0.3,0.5,0.7
4350,200,1.0,0.2,0.2,0.2,0.2,0.3,0.6,0.8
8998,1950,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.1
5097,50,1.0,0.2,0.2,0.2,0.3,0.4,0.6,0.8
2718,50,1.0,0.3,0.3,0.3,0.4,0.6,0.8,0.9
4543,100,1.0,0.5,0.5,0.6,0.6,0.6,0.7,0.8
8877,50,1.0,0.4,0.4,0.4,0.5,0.7,0.8,0.9
2836,50,1.0,0.4,0.4,0.5,0.5,0.6,0.6,0.7
8791,100,1.0,0.2,0.3,0.3,0.3,0.4,0.6,0.8
2782,50,1.0,0.3,0.3,0.4,0.4,0.5,0.7,0.8
1279,50,1.0,0.2,0.2,0.2,0.3,0.4,0.5,0.8
6442,50,1.0,0.2,0.2,0.3,0.3,0.5,0.6,0.8
1447,900,1.0,0.1,0.1,0.1,0.1,0.2,0.4,0.7
2872,2200,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.7
6269,100,1.0,0.2,0.2,0.3,0.3,0.4,0.6,0.8
7302,50,1.0,0.4,0.5,0.5,0.5,0.7,0.8,0.8
9793,300,1.0,0.2,0.3,0.3,0.3,0.4,0.4,0.6
5191,50,1.0,0.4,0.4,0.4,0.4,0.6,0.7,0.8
4608,5000,0.8,0.1,0.1,0.1,0.1,0.2,0.3,0.0
1999,650,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.6
1023,3100,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.1
9225,950,1.0,0.2,0.2,0.2,0.3,0.3,0.4,0.5
2391,700,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.7
1874,200,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
9114,50,1.0,0.4,0.4,0.4,0.5,0.7,0.8,0.8
8238,50,1.0,0.2,0.2,0.2,0.3,0.4,0.6,0.8
4265,100,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.6
9495,300,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.7
3682,50,1.0,0.4,0.4,0.4,0.5,0.6,0.8,0.9
6974,100,1.0,0.4,0.4,0.4,0.5,0.6,0.8,0.9
6453,200,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.5
8476,900,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
2309,50,1.0,0.4,0.4,0.5,0.5,0.7,0.8,0.9
8263,50,1.0,0.2,0.2,0.3,0.3,0.5,0.7,0.9
6020,50,1.0,0.3,0.4,0.4,0.5,0.7,0.9,0.9
1216,100,1.0,0.2,0.2,0.3,0.3,0.5,0.8,0.9
1012,50,1.0,0.2,0.2,0.2,0.2,0.4,0.6,0.7
5012,1650,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.4
1339,50,1.0,0.4,0.4,0.4,0.4,0.6,0.7,0.8
7181,150,1.0,0.1,0.2,0.2,0.2,0.3,0.4,0.6
4233,300,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
8649,150,1.0,0.2,0.2,0.2,0.2,0.4,0.6,0.9
2926,150,1.0,0.1,0.2,0.2,0.2,0.3,0.4,0.6
5022,4100,1.0,0.1,0.1,0.1,0.1,0.3,0.6,0.8
5286,100,1.0,0.2,0.2,0.3,0.3,0.4,0.5,0.7
9916,100,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.8
6785,50,1.0,0.4,0.4,0.4,0.5,0.6,0.8,0.9
3300,50,1.0,0.3,0.3,0.3,0.4,0.5,0.7,0.8
555,50,1.0,0.3,0.3,0.3,0.4,0.6,0.7,0.9
3444,1450,1.0,0.1,0.1,0.1,0.1,0.3,0.7,0.9
315,250,1.0,0.4,0.4,0.4,0.5,0.6,0.7,0.8
563,200,1.0,0.2,0.2,0.2,0.3,0.3,0.5,0.7
9629,50,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.7
9523,50,1.0,0.3,0.4,0.4,0.4,0.6,0.7,0.8
6979,200,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
9468,50,1.0,0.2,0.2,0.2,0.3,0.4,0.7,0.8
2544,250,1.0,0.1,0.1,0.1,0.2,0.3,0.4,0.6
5333,100,1.0,0.2,0.2,0.3,0.3,0.4,0.5,0.7
9877,50,1.0,0.2,0.2,0.2,0.2,0.4,0.6,0.8
687,100,1.0,0.3,0.3,0.4,0.4,0.6,0.8,0.9
7068,3050,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.1
2754,800,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.5
8126,50,1.0,0.1,0.2,0.2,0.2,0.4,0.8,0.9
8440,150,1.0,0.3,0.3,0.3,0.4,0.4,0.5,0.6
4217,1050,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.7
1925,50,1.0,0.3,0.3,0.3,0.4,0.5,0.7,0.9
6106,100,1.0,0.2,0.2,0.2,0.3,0.4,0.6,0.8
9166,50,1.0,0.2,0.3,0.3,0.3,0.5,0.6,0.7
4397,50,1.0,0.4,0.5,0.5,0.6,0.7,0.8,0.9
6060,3950,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.0
8971,50,1.0,0.5,0.5,0.5,0.5,0.6,0.7,0.8
2060,1900,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.1
2565,50,1.0,0.6,0.6,0.7,0.7,0.8,0.9,0.9
4522,150,1.0,0.2,0.2,0.3,0.3,0.3,0.4,0.6
1573,50,1.0,0.3,0.3,0.3,0.3,0.5,0.7,0.8
9555,100,1.0,0.2,0.2,0.2,0.3,0.4,0.5,0.7
4524,50,1.0,0.2,0.2,0.2,0.3,0.6,0.8,0.8
6186,600,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
1509,1600,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.6
8049,200,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.7
6896,100,1.0,0.3,0.4,0.4,0.4,0.6,0.7,0.9
1771,5000,0.9,0.1,0.1,0.1,0.1,0.2,0.4,0.6
5379,50,1.0,0.3,0.3,0.4,0.4,0.6,0.8,0.9
3401,100,1.0,0.4,0.4,0.4,0.5,0.6,0.7,0.8
1347,1050,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.4
3745,50,1.0,0.3,0.3,0.4,0.4,0.6,0.7,0.8
2556,50,1.0,0.2,0.3,0.3,0.3,0.5,0.7,0.9
3254,50,1.0,0.2,0.2,0.2,0.3,0.4,0.7,0.6
5042,200,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.6
4724,150,1.0,0.2,0.2,0.2,0.3,0.4,0.6,0.7
9449,50,1.0,0.2,0.3,0.3,0.3,0.6,0.9,0.9
9115,950,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.3
938,1750,1.0,0.1,0.2,0.2,0.2,0.3,0.5,0.1
8623,50,1.0,0.3,0.3,0.3,0.4,0.6,0.8,0.9
5933,50,1.0,0.2,0.2,0.2,0.3,0.4,0.5,0.8
2137,550,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.4
273,50,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.7
7782,50,1.0,0.3,0.3,0.3,0.4,0.5,0.6,0.8
503,50,1.0,0.2,0.2,0.2,0.3,0.6,0.9,0.9
872,50,1.0,0.3,0.3,0.3,0.3,0.4,0.4,0.5
9059,50,1.0,0.3,0.3,0.4,0.4,0.6,0.8,0.9
4510,200,1.0,0.2,0.2,0.2,0.2,0.4,0.6,0.8
1585,50,1.0,0.3,0.3,0.3,0.3,0.5,0.7,0.8
6542,650,1.0,0.2,0.3,0.3,0.3,0.4,0.6,0.5
3549,100,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.7
9332,150,1.0,0.2,0.2,0.2,0.3,0.3,0.4,0.6
488,950,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.1
7214,50,1.0,0.3,0.4,0.4,0.4,0.5,0.6,0.7
5018,50,1.0,0.3,0.3,0.3,0.4,0.6,0.8,0.9
8314,50,1.0,0.2,0.3,0.3,0.3,0.5,0.6,0.8
9257,2850,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.0
141,50,1.0,0.4,0.4,0.4,0.5,0.6,0.8,0.9
4595,50,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.7
5695,1500,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.0
4579,3200,1.0,0.1,0.1,0.1,0.2,0.3,0.5,0.7
7527,50,1.0,0.1,0.1,0.2,0.2,0.3,0.5,0.6
9321,100,1.0,0.3,0.3,0.3,0.4,0.5,0.6,0.7
239,650,1.0,0.1,0.1,0.1,0.1,0.2,0.4,0.8
5485,150,1.0,0.2,0.2,0.2,0.2,0.4,0.6,0.8
4188,50,1.0,0.2,0.2,0.2,0.3,0.4,0.6,0.9
7689,100,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
1027,50,1.0,0.4,0.4,0.4,0.5,0.7,0.8,1.0
9496,50,1.0,0.4,0.4,0.5,0.5,0.7,0.8,0.9
6090,100,1.0,0.3,0.3,0.4,0.4,0.5,0.6,0.7
4702,300,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.4
7879,300,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
4760,350,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.6
1146,5000,0.9,0.1,0.1,0.1,0.1,0.2,0.3,0.0
6960,50,1.0,0.3,0.3,0.3,0.3,0.5,0.7,0.8
351,3800,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.5
1525,2450,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.1
9753,500,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.5
9619,550,1.0,0.1,0.1,0.2,0.2,0.3,0.4,0.6
9715,500,1.0,0.1,0.1,0.2,0.2,0.2,0.3,0.5
5717,100,1.0,0.3,0.3,0.3,0.4,0.5,0.6,0.7
2452,50,1.0,0.2,0.2,0.2,0.3,0.4,0.5,0.7
7907,50,1.0,0.3,0.3,0.3,0.3,0.5,0.6,0.7
2356,100,1.0,0.2,0.2,0.3,0.3,0.3,0.5,0.6
9868,50,1.0,0.5,0.6,0.6,0.7,0.8,0.9,0.9
8833,250,1.0,0.1,0.1,0.2,0.2,0.3,0.4,0.7
4525,50,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.8
4990,50,1.0,0.4,0.4,0.5,0.5,0.7,0.8,0.8
8237,50,1.0,0.2,0.2,0.2,0.3,0.4,0.8,0.9
9067,50,1.0,0.3,0.3,0.4,0.4,0.5,0.7,0.8
8468,50,1.0,0.3,0.3,0.3,0.3,0.4,0.6,0.7
1029,1350,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
251,50,1.0,0.3,0.3,0.3,0.4,0.5,0.7,0.9
4733,50,1.0,0.3,0.3,0.3,0.3,0.4,0.6,0.7
4528,400,1.0,0.2,0.2,0.2,0.2,0.3,0.6,0.8
817,1800,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.2
3074,5000,0.9,0.1,0.1,0.1,0.1,0.2,0.3,0.0
5494,50,1.0,0.2,0.2,0.2,0.3,0.4,0.7,0.8
102,1500,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.5
3267,50,1.0,0.4,0.5,0.5,0.6,0.7,0.8,0.9
4610,2550,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.3
4540,50,1.0,0.2,0.2,0.3,0.3,0.4,0.7,0.8
8958,300,1.0,0.1,0.1,0.1,0.1,0.2,0.4,0.6
3111,1500,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.0
2860,4350,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.0
5053,50,1.0,0.3,0.4,0.4,0.4,0.5,0.6,0.8
1616,50,1.0,0.3,0.3,0.3,0.4,0.5,0.7,0.8
6331,50,1.0,0.1,0.1,0.2,0.2,0.3,0.6,0.8
4979,750,1.0,0.1,0.1,0.1,0.2,0.3,0.6,0.8
6202,50,1.0,0.3,0.3,0.4,0.4,0.6,0.8,0.9
4511,400,1.0,0.1,0.1,0.1,0.1,0.2,0.4,0.2
3969,450,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.7
7737,50,1.0,0.3,0.3,0.3,0.4,0.5,0.7,0.8
6520,50,1.0,0.4,0.4,0.5,0.5,0.7,0.9,0.9
1147,700,1.0,0.1,0.1,0.1,0.1,0.2,0.4,0.2
4533,100,1.0,0.1,0.2,0.2,0.2,0.4,0.7,0.8
2053,50,1.0,0.3,0.3,0.4,0.4,0.5,0.7,0.8
6722,50,1.0,0.2,0.2,0.3,0.3,0.4,0.6,0.8
9187,50,1.0,0.4,0.5,0.5,0.6,0.7,0.8,0.9
1853,50,1.0,0.4,0.4,0.4,0.4,0.6,0.7,0.8
236,100,1.0,0.1,0.1,0.2,0.2,0.3,0.4,0.7
1393,100,1.0,0.3,0.3,0.3,0.4,0.5,0.7,0.8
56,200,1.0,0.1,0.2,0.2,0.2,0.3,0.4,0.6
1552,150,1.0,0.1,0.1,0.1,0.1,0.2,0.5,0.6
497,50,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.7
8123,1450,1.0,0.1,0.1,0.1,0.1,0.2,0.4,0.0
3442,50,1.0,0.3,0.3,0.3,0.4,0.5,0.6,0.7
8752,1600,1.0,0.1,0.1,0.1,0.1,0.2,0.4,0.1
2373,50,1.0,0.3,0.3,0.4,0.4,0.5,0.6,0.7
1315,50,1.0,0.3,0.3,0.3,0.4,0.6,0.8,0.9
1311,50,1.0,0.4,0.5,0.5,0.6,0.7,0.9,0.9
9689,5000,0.9,0.1,0.1,0.1,0.1,0.2,0.4,0.0
8361,4400,1.0,0.1,0.1,0.2,0.2,0.3,0.4,0.2
1272,450,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.7
4831,200,1.0,0.2,0.2,0.3,0.3,0.4,0.5,0.7
9131,50,1.0,0.3,0.4,0.4,0.5,0.7,0.8,0.9
9526,5000,0.8,0.2,0.2,0.2,0.2,0.3,0.5,0.2
5825,600,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.0
6981,50,1.0,0.4,0.4,0.4,0.5,0.6,0.7,0.8
4356,850,1.0,0.1,0.1,0.1,0.1,0.2,0.4,0.0
7639,600,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.6
6069,50,1.0,0.3,0.4,0.4,0.5,0.6,0.8,0.8
9264,100,1.0,0.2,0.3,0.3,0.3,0.5,0.7,0.9
2496,50,1.0,0.5,0.5,0.5,0.6,0.7,0.8,0.9
9123,600,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.2
1940,300,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.7
7121,400,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.6
7809,150,1.0,0.1,0.2,0.2,0.2,0.3,0.4,0.6
868,50,1.0,0.2,0.2,0.3,0.3,0.6,0.9,0.9
9485,50,1.0,0.3,0.3,0.4,0.4,0.6,0.8,0.9
3366,2400,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.5
3421,450,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.5
2164,50,1.0,0.3,0.3,0.4,0.4,0.7,0.9,0.9
5111,50,1.0,0.4,0.4,0.4,0.4,0.5,0.7,0.8
5951,50,1.0,0.3,0.3,0.3,0.3,0.4,0.6,0.7
9545,50,1.0,0.4,0.4,0.4,0.5,0.6,0.8,0.9
1952,150,1.0,0.2,0.3,0.3,0.3,0.4,0.6,0.6
5797,300,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.6
214,450,1.0,0.1,0.2,0.2,0.2,0.3,0.5,0.3
5112,50,1.0,0.3,0.3,0.4,0.4,0.6,0.8,0.9
3317,50,1.0,0.2,0.2,0.2,0.3,0.4,0.7,0.9
9433,3500,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.3
2868,100,1.0,0.2,0.2,0.3,0.3,0.5,0.9,0.9
719,200,1.0,0.1,0.1,0.2,0.2,0.2,0.4,0.5
5438,700,1.0,0.1,0.2,0.2,0.2,0.3,0.6,0.8
8827,1100,1.0,0.1,0.1,0.2,0.2,0.3,0.4,0.8
4599,1000,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.0
1364,100,1.0,0.2,0.2,0.3,0.3,0.4,0.6,0.8
2139,50,1.0,0.3,0.3,0.3,0.4,0.5,0.8,0.9
6623,800,1.0,0.1,0.1,0.1,0.2,0.3,0.5,0.1
3712,50,1.0,0.2,0.3,0.3,0.4,0.6,0.8,0.9
5323,600,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.8
4427,700,1.0,0.1,0.1,0.2,0.2,0.3,0.4,0.5
2156,400,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.7
7532,50,1.0,0.3,0.4,0.4,0.4,0.6,0.7,0.8
7399,50,1.0,0.5,0.5,0.5,0.6,0.6,0.8,0.8
5337,4150,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.7
4657,2450,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.5
4498,200,1.0,0.2,0.2,0.2,0.3,0.4,0.5,0.7
1228,50,1.0,0.2,0.2,0.2,0.2,0.4,0.7,0.9
7453,450,1.0,0.1,0.1,0.2,0.2,0.3,0.4,0.7
3944,50,1.0,0.3,0.3,0.4,0.4,0.7,0.9,0.9
6457,250,1.0,0.2,0.2,0.2,0.3,0.4,0.5,0.6
3410,50,1.0,0.3,0.3,0.3,0.4,0.5,0.7,0.8
1674,250,1.0,0.1,0.2,0.2,0.2,0.3,0.5,0.7
4375,200,1.0,0.1,0.1,0.2,0.2,0.3,0.4,0.6
624,550,1.0,0.1,0.2,0.2,0.2,0.3,0.5,0.3
4683,50,1.0,0.3,0.3,0.3,0.3,0.5,0.7,0.9
4288,250,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
2413,500,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.1
7135,100,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.7
6654,50,1.0,0.2,0.2,0.3,0.3,0.5,0.8,0.9
2845,50,1.0,0.2,0.2,0.2,0.3,0.5,0.7,0.8
6837,50,1.0,0.4,0.4,0.4,0.5,0.6,0.7,0.8
366,800,1.0,0.2,0.2,0.2,0.2,0.4,0.5,0.1
779,1600,1.0,0.1,0.1,0.1,0.2,0.3,0.4,0.0
6708,1400,1.0,0.1,0.1,0.2,0.2,0.3,0.6,0.8
6604,50,1.0,0.3,0.3,0.3,0.4,0.5,0.7,0.8
9999,100,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
165,50,1.0,0.2,0.3,0.3,0.3,0.5,0.7,0.8
5370,4400,1.0,0.2,0.2,0.2,0.3,0.3,0.4,0.6
6767,50,1.0,0.3,0.3,0.3,0.4,0.4,0.5,0.6
1836,50,1.0,0.5,0.5,0.5,0.6,0.7,0.8,0.9
9104,950,1.0,0.1,0.1,0.1,0.1,0.2,0.4,0.7
1409,50,1.0,0.4,0.4,0.4,0.5,0.7,0.8,0.9
5904,50,1.0,0.3,0.4,0.4,0.4,0.6,0.7,0.8
1994,200,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
120,50,1.0,0.4,0.4,0.4,0.4,0.6,0.7,0.8
136,50,1.0,0.2,0.3,0.3,0.4,0.6,0.8,0.9
892,3200,1.0,0.2,0.2,0.2,0.3,0.4,0.6,0.8
9616,5000,0.9,0.2,0.2,0.2,0.3,0.3,0.5,0.0
2073,300,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.7
7449,3600,1.0,0.1,0.1,0.1,0.1,0.2,0.4,0.3
5048,50,1.0,0.3,0.3,0.3,0.4,0.7,0.9,0.9
9596,50,1.0,0.2,0.3,0.3,0.3,0.5,0.7,0.9
3800,50,1.0,0.3,0.3,0.3,0.4,0.4,0.6,0.7
4162,150,1.0,0.1,0.1,0.2,0.2,0.4,0.8,0.9
6307,250,1.0,0.3,0.3,0.3,0.3,0.4,0.6,0.7
3322,200,1.0,0.3,0.3,0.3,0.3,0.4,0.6,0.8
1250,950,1.0,0.1,0.1,0.2,0.2,0.3,0.4,0.5
8026,200,1.0,0.1,0.1,0.2,0.2,0.2,0.4,0.5
587,100,1.0,0.2,0.3,0.3,0.3,0.4,0.6,0.8
2968,50,1.0,0.4,0.5,0.5,0.6,0.7,0.8,0.9
2547,50,1.0,0.2,0.3,0.3,0.3,0.4,0.6,0.7
3778,50,1.0,0.3,0.3,0.3,0.3,0.4,0.6,0.8
7027,50,1.0,0.5,0.6,0.6,0.7,0.8,0.9,0.9
4235,50,1.0,0.4,0.4,0.4,0.4,0.6,0.7,0.9
2572,100,1.0,0.3,0.3,0.3,0.3,0.4,0.6,0.8
5573,1600,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.7
4502,1000,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.0
4232,50,1.0,0.2,0.3,0.3,0.3,0.5,0.6,0.8
8244,50,1.0,0.3,0.4,0.4,0.5,0.8,0.9,0.9
3848,150,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.7
4582,50,1.0,0.2,0.2,0.3,0.3,0.4,0.6,0.7
234,1050,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
8662,50,1.0,0.2,0.3,0.3,0.3,0.6,0.9,0.9
9669,50,1.0,0.3,0.3,0.3,0.3,0.5,0.8,0.9
7118,50,1.0,0.3,0.4,0.4,0.5,0.6,0.8,0.9
4297,50,1.0,0.3,0.3,0.4,0.4,0.5,0.7,0.8
7042,50,1.0,0.2,0.2,0.3,0.3,0.5,0.8,0.9
3288,1250,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.5
323,1050,1.0,0.1,0.2,0.2,0.2,0.3,0.6,0.8
1277,50,1.0,0.3,0.3,0.3,0.4,0.8,0.9,0.9
8679,50,1.0,0.3,0.3,0.3,0.4,0.5,0.6,0.8
271,850,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
9444,50,1.0,0.3,0.3,0.3,0.4,0.6,0.8,0.9
62,1300,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.1
7441,800,1.0,0.1,0.1,0.1,0.1,0.2,0.4,0.7
7421,2500,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.3
8438,5000,0.9,0.2,0.2,0.2,0.3,0.4,0.6,0.7
3614,950,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
7596,1800,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.3
792,50,1.0,0.3,0.3,0.3,0.4,0.5,0.7,0.8
401,50,1.0,0.4,0.4,0.4,0.5,0.6,0.8,0.9
2343,50,1.0,0.2,0.2,0.2,0.3,0.5,0.7,0.8
5192,100,1.0,0.3,0.4,0.4,0.4,0.5,0.6,0.7
356,50,1.0,0.4,0.5,0.5,0.5,0.7,0.8,0.9
118,50,1.0,0.5,0.5,0.5,0.6,0.7,0.8,0.9
4290,300,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.4
9642,50,1.0,0.2,0.2,0.2,0.3,0.4,0.6,0.8
9639,50,1.0,0.3,0.4,0.4,0.5,0.7,0.8,0.9
831,4800,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.1
9756,50,1.0,0.2,0.3,0.3,0.3,0.4,0.6,0.8
7084,1300,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.4
1507,200,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.3
3962,800,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.1
