query_idx,ef_true,RV_gamma_0.1,RV_gamma_0.5,RV_gamma_1.0,RV_gamma_2.0,RV_gamma_5.0,RV_gamma_10.0,RV_gamma_20.0,RV_gamma_50.0,RV_gamma_100.0
8575,100,0.2,0.2,0.2,0.2,0.3,0.5,0.8,0.0,0.0
6393,50,0.3,0.3,0.3,0.4,0.5,0.6,0.7,0.7,0.0
5924,100,0.3,0.3,0.3,0.4,0.5,0.6,0.8,0.0,0.0
9955,250,0.2,0.2,0.2,0.2,0.3,0.5,0.7,0.0,0.0
168,2650,0.1,0.1,0.1,0.1,0.2,0.3,0.0,0.0,0.0
5488,1200,0.1,0.1,0.1,0.1,0.2,0.4,0.6,0.0,0.0
9613,50,0.5,0.5,0.5,0.5,0.6,0.7,0.8,0.0,0.0
9305,250,0.2,0.2,0.2,0.3,0.3,0.4,0.5,0.0,0.0
2625,50,0.2,0.2,0.2,0.3,0.4,0.6,0.7,0.0,0.0
4236,3150,0.1,0.1,0.1,0.1,0.2,0.3,0.0,0.0,0.0
9183,100,0.3,0.3,0.3,0.4,0.5,0.8,0.9,0.0,0.0
9650,3600,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0.0,0.0
4076,300,0.2,0.2,0.2,0.2,0.3,0.4,0.6,0.0,0.0
9242,300,0.2,0.2,0.2,0.2,0.5,0.8,0.9,0.0,0.0
8386,50,0.2,0.2,0.2,0.2,0.3,0.4,0.6,0.0,0.0
3999,50,0.3,0.3,0.4,0.4,0.6,0.8,0.9,0.0,0.0
9412,50,0.2,0.2,0.2,0.3,0.4,0.5,0.7,0.0,0.0
8460,50,0.2,0.2,0.2,0.2,0.3,0.5,0.8,0.0,0.0
6219,50,0.2,0.2,0.3,0.3,0.4,0.6,0.8,0.0,0.0
1350,1550,0.1,0.1,0.1,0.1,0.2,0.3,0.2,0.0,0.0
9381,50,0.3,0.3,0.3,0.4,0.6,0.8,0.9,0.4,0.0
3729,50,0.3,0.3,0.3,0.4,0.6,0.9,0.9,0.0,0.0
5230,50,0.5,0.5,0.5,0.6,0.7,0.8,0.9,0.0,0.0
8142,50,0.3,0.3,0.4,0.4,0.5,0.6,0.7,0.0,0.0
5536,2450,0.1,0.1,0.1,0.1,0.2,0.3,0.0,0.0,0.0
8757,50,0.2,0.2,0.3,0.3,0.4,0.6,0.8,0.0,0.0
360,300,0.2,0.2,0.2,0.2,0.3,0.4,0.6,0.0,0.0
753,50,0.2,0.2,0.2,0.2,0.4,0.6,0.8,0.0,0.0
709,400,0.1,0.1,0.1,0.2,0.2,0.5,0.7,0.0,0.0
4460,50,0.3,0.4,0.4,0.4,0.6,0.7,0.8,0.0,0.0
4198,1800,0.2,0.3,0.3,0.3,0.4,0.6,0.2,0.0,0.0
9347,250,0.2,0.2,0.2,0.2,0.3,0.6,0.8,0.0,0.0
8048,50,0.2,0.3,0.3,0.3,0.5,0.7,0.9,0.0,0.0
5243,350,0.2,0.2,0.2,0.2,0.3,0.4,0.6,0.0,0.0
5633,150,0.2,0.2,0.2,0.2,0.3,0.5,0.8,0.0,0.0
1791,900,0.1,0.1,0.1,0.1,0.2,0.4,0.4,0.0,0.0
5074,1150,0.2,0.2,0.2,0.2,0.3,0.5,0.7,0.0,0.0
8262,50,0.2,0.2,0.2,0.2,0.3,0.6,0.8,0.0,0.0
244,50,0.2,0.2,0.2,0.3,0.4,0.6,0.7,0.0,0.0
4101,50,0.3,0.3,0.3,0.4,0.5,0.6,0.8,0.0,0.0
5938,50,0.3,0.3,0.4,0.4,0.6,0.8,0.8,0.0,0.0
6207,450,0.1,0.1,0.1,0.1,0.2,0.3,0.5,0.0,0.0
7466,5000,0.1,0.1,0.1,0.1,0.2,0.4,0.0,0.0,0.0
3784,200,0.1,0.2,0.2,0.2,0.2,0.3,0.5,0.0,0.0
6105,50,0.3,0.3,0.4,0.4,0.6,0.7,0.8,0.0,0.0
2707,50,0.2,0.2,0.3,0.3,0.5,0.7,0.9,0.0,0.0
3558,100,0.3,0.3,0.3,0.4,0.5,0.7,0.8,0.0,0.0
1416,550,0.1,0.1,0.1,0.1,0.2,0.3,0.5,0.0,0.0
6796,300,0.2,0.2,0.2,0.2,0.4,0.7,0.8,0.0,0.0
2117,50,0.2,0.2,0.2,0.3,0.4,0.7,0.8,0.0,0.0
9590,1450,0.1,0.1,0.1,0.1,0.2,0.3,0.0,0.0,0.0
4984,600,0.2,0.2,0.2,0.2,0.3,0.4,0.6,0.0,0.0
1253,100,0.4,0.4,0.4,0.4,0.5,0.6,0.7,0.2,0.0
7564,50,0.4,0.4,0.4,0.5,0.6,0.7,0.8,0.0,0.0
577,50,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.9,0.0
9326,200,0.2,0.2,0.2,0.3,0.4,0.5,0.7,0.0,0.0
4855,100,0.3,0.3,0.3,0.4,0.5,0.6,0.8,0.0,0.0
9987,50,0.3,0.3,0.4,0.4,0.6,0.8,0.9,0.0,0.0
4499,450,0.2,0.2,0.2,0.2,0.3,0.4,0.6,0.0,0.0
2832,50,0.2,0.2,0.2,0.2,0.4,0.7,0.8,0.0,0.0
6514,50,0.4,0.4,0.4,0.5,0.6,0.7,0.8,0.0,0.0
380,50,0.4,0.4,0.5,0.5,0.8,0.9,0.9,0.0,0.0
561,50,0.2,0.3,0.3,0.3,0.5,0.7,0.8,0.0,0.0
7316,50,0.3,0.3,0.3,0.3,0.4,0.6,0.8,0.0,0.0
8787,100,0.2,0.2,0.2,0.3,0.4,0.5,0.7,0.0,0.0
6819,50,0.2,0.3,0.3,0.3,0.4,0.6,0.8,0.0,0.0
4344,50,0.2,0.2,0.2,0.2,0.4,0.7,0.8,0.2,0.0
6749,700,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.0,0.0
839,1900,0.1,0.1,0.2,0.2,0.3,0.5,0.6,0.0,0.0
4478,50,0.3,0.3,0.3,0.3,0.5,0.6,0.8,0.0,0.0
175,400,0.2,0.2,0.2,0.2,0.3,0.5,0.6,0.0,0.0
2362,50,0.4,0.4,0.4,0.5,0.7,0.9,0.9,0.9,0.0
1989,50,0.3,0.3,0.3,0.4,0.6,0.7,0.8,0.0,0.0
2134,250,0.2,0.2,0.2,0.2,0.3,0.4,0.6,0.0,0.0
6799,50,0.3,0.3,0.3,0.4,0.4,0.6,0.7,0.0,0.0
5935,50,0.2,0.2,0.2,0.2,0.3,0.5,0.6,0.0,0.0
8672,150,0.1,0.1,0.1,0.1,0.2,0.4,0.8,0.0,0.0
8795,50,0.4,0.4,0.5,0.5,0.7,0.8,0.9,0.0,0.0
7473,1500,0.1,0.1,0.1,0.1,0.2,0.3,0.0,0.0,0.0
815,2200,0.1,0.1,0.1,0.1,0.2,0.4,0.1,0.0,0.0
5999,150,0.2,0.2,0.3,0.3,0.4,0.5,0.7,0.0,0.0
4602,50,0.3,0.3,0.3,0.3,0.5,0.6,0.8,0.0,0.0
2814,100,0.2,0.2,0.2,0.2,0.4,0.6,0.8,0.0,0.0
2473,50,0.2,0.3,0.3,0.3,0.5,0.7,0.8,0.0,0.0
7464,1350,0.1,0.1,0.1,0.1,0.2,0.4,0.2,0.0,0.0
206,50,0.2,0.2,0.2,0.3,0.4,0.6,0.8,0.0,0.0
3713,2250,0.2,0.2,0.2,0.2,0.3,0.4,0.0,0.0,0.0
8616,900,0.1,0.1,0.1,0.2,0.2,0.3,0.2,0.0,0.0
4892,100,0.2,0.2,0.2,0.3,0.4,0.5,0.6,0.0,0.0
1367,100,0.2,0.2,0.3,0.3,0.5,0.7,0.8,0.0,0.0
8457,1200,0.1,0.1,0.1,0.1,0.2,0.3,0.5,0.0,0.0
4541,4800,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0.0,0.0
4570,50,0.2,0.2,0.3,0.4,0.7,0.9,0.9,0.1,0.0
3753,1000,0.1,0.1,0.2,0.2,0.3,0.4,0.6,0.0,0.0
8962,100,0.4,0.4,0.4,0.5,0.5,0.6,0.7,0.2,0.0
7450,50,0.4,0.4,0.4,0.5,0.7,0.8,0.9,0.5,0.0
8004,100,0.2,0.2,0.2,0.2,0.3,0.5,0.7,0.0,0.0
6073,350,0.1,0.1,0.1,0.1,0.2,0.4,0.7,0.0,0.0
5219,200,0.2,0.2,0.2,0.3,0.5,0.8,0.9,0.0,0.0
1288,50,0.3,0.3,0.3,0.4,0.5,0.7,0.8,0.0,0.0
1343,100,0.2,0.2,0.2,0.3,0.3,0.5,0.6,0.0,0.0
9817,50,0.2,0.2,0.2,0.2,0.3,0.6,0.8,0.0,0.0
3717,50,0.2,0.2,0.2,0.2,0.3,0.5,0.5,0.0,0.0
6890,50,0.4,0.4,0.4,0.4,0.5,0.7,0.8,0.0,0.0
7200,50,0.3,0.3,0.4,0.4,0.6,0.8,0.9,0.2,0.0
5739,150,0.2,0.2,0.2,0.3,0.4,0.7,0.9,0.0,0.0
3620,50,0.2,0.2,0.2,0.3,0.6,0.9,0.9,0.0,0.0
7747,100,0.2,0.2,0.2,0.2,0.3,0.5,0.7,0.0,0.0
7703,200,0.2,0.2,0.3,0.3,0.4,0.6,0.7,0.0,0.0
9818,100,0.2,0.2,0.2,0.2,0.3,0.5,0.8,0.0,0.0
7340,4200,0.1,0.1,0.1,0.1,0.2,0.4,0.2,0.0,0.0
7270,750,0.1,0.1,0.1,0.2,0.3,0.5,0.2,0.0,0.0
948,100,0.2,0.3,0.3,0.3,0.5,0.8,0.9,0.0,0.0
1960,50,0.4,0.5,0.5,0.5,0.7,0.9,0.9,0.9,0.0
7864,3250,0.1,0.1,0.1,0.1,0.2,0.3,0.4,0.0,0.0
9777,50,0.3,0.3,0.4,0.4,0.5,0.7,0.8,0.0,0.0
6600,5000,0.2,0.2,0.2,0.2,0.3,0.5,0.2,0.0,0.0
7926,950,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0.0,0.0
9835,50,0.2,0.2,0.2,0.2,0.3,0.5,0.7,0.0,0.0
7326,2600,0.1,0.2,0.2,0.2,0.3,0.6,0.9,0.0,0.0
4538,350,0.1,0.1,0.2,0.2,0.3,0.4,0.6,0.0,0.0
2703,600,0.1,0.1,0.1,0.1,0.2,0.3,0.5,0.0,0.0
1945,50,0.3,0.3,0.3,0.4,0.5,0.7,0.8,0.0,0.0
648,250,0.1,0.1,0.1,0.1,0.2,0.3,0.5,0.0,0.0
9330,1250,0.1,0.2,0.2,0.2,0.3,0.5,0.4,0.0,0.0
5339,500,0.1,0.2,0.2,0.2,0.3,0.4,0.6,0.0,0.0
7099,50,0.3,0.3,0.3,0.3,0.5,0.7,0.8,0.0,0.0
7375,100,0.2,0.2,0.2,0.2,0.4,0.8,0.9,0.0,0.0
1634,100,0.3,0.3,0.3,0.4,0.6,0.8,0.9,0.0,0.0
7828,50,0.2,0.3,0.3,0.3,0.5,0.6,0.7,0.8,0.0
2553,3050,0.1,0.1,0.1,0.1,0.2,0.5,0.1,0.0,0.0
2464,300,0.1,0.1,0.1,0.1,0.2,0.3,0.6,0.0,0.0
4414,5000,0.2,0.2,0.2,0.2,0.3,0.4,0.1,0.0,0.0
9086,50,0.4,0.5,0.5,0.5,0.7,0.8,0.9,0.0,0.0
4037,100,0.3,0.3,0.3,0.3,0.5,0.6,0.7,0.0,0.0
7575,5000,0.2,0.2,0.3,0.3,0.4,0.5,0.6,0.0,0.0
578,5000,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.0,0.0
1003,3550,0.1,0.1,0.1,0.1,0.2,0.3,0.0,0.0,0.0
9911,150,0.1,0.2,0.2,0.2,0.3,0.4,0.1,0.0,0.0
9037,1950,0.1,0.1,0.1,0.1,0.2,0.3,0.2,0.0,0.0
1508,2750,0.1,0.1,0.1,0.1,0.2,0.3,0.0,0.0,0.0
6139,50,0.4,0.4,0.4,0.5,0.7,0.8,0.9,0.1,0.0
4130,150,0.2,0.2,0.2,0.2,0.3,0.5,0.6,0.0,0.0
7673,50,0.3,0.3,0.3,0.4,0.6,0.9,0.9,0.9,0.0
4472,200,0.2,0.2,0.2,0.3,0.4,0.5,0.7,0.0,0.0
5134,50,0.2,0.2,0.2,0.3,0.4,0.5,0.7,0.0,0.0
1992,800,0.1,0.1,0.1,0.1,0.2,0.4,0.0,0.0,0.0
9009,250,0.1,0.1,0.1,0.2,0.2,0.4,0.6,0.0,0.0
270,350,0.1,0.1,0.1,0.2,0.2,0.3,0.5,0.0,0.0
7422,450,0.2,0.2,0.2,0.2,0.3,0.5,0.7,0.0,0.0
5667,3100,0.1,0.1,0.1,0.2,0.2,0.3,0.1,0.0,0.0
7404,50,0.2,0.3,0.3,0.3,0.4,0.6,0.8,0.0,0.0
8690,50,0.2,0.2,0.2,0.3,0.4,0.8,0.8,0.0,0.0
3422,350,0.3,0.3,0.3,0.3,0.4,0.5,0.7,0.0,0.0
9909,100,0.2,0.2,0.2,0.2,0.3,0.5,0.7,0.0,0.0
9313,300,0.2,0.2,0.2,0.3,0.4,0.5,0.7,0.0,0.0
5540,50,0.3,0.3,0.3,0.4,0.6,0.8,0.9,0.0,0.0
4396,50,0.1,0.1,0.1,0.2,0.4,0.8,0.9,0.0,0.0
9933,400,0.2,0.2,0.3,0.3,0.4,0.6,0.8,0.0,0.0
4909,150,0.3,0.3,0.3,0.3,0.4,0.5,0.6,0.0,0.0
5693,5000,0.1,0.1,0.2,0.2,0.3,0.4,0.3,0.0,0.0
8515,3150,0.1,0.1,0.2,0.2,0.3,0.4,0.5,0.0,0.0
2815,50,0.3,0.3,0.4,0.4,0.6,0.7,0.8,0.0,0.0
6384,50,0.2,0.2,0.3,0.3,0.5,0.8,0.9,0.0,0.0
8047,200,0.3,0.3,0.3,0.3,0.5,0.6,0.8,0.0,0.0
1935,450,0.1,0.1,0.1,0.2,0.2,0.4,0.2,0.0,0.0
2907,50,0.4,0.4,0.4,0.4,0.6,0.7,0.8,0.0,0.0
7692,50,0.2,0.3,0.3,0.4,0.7,0.9,0.9,0.5,0.0
5431,50,0.2,0.2,0.2,0.2,0.3,0.6,0.8,0.0,0.0
8543,50,0.3,0.3,0.4,0.4,0.6,0.8,0.9,0.0,0.0
4330,150,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.0,0.0
6259,500,0.2,0.3,0.3,0.3,0.4,0.6,0.8,0.0,0.0
9478,50,0.5,0.5,0.6,0.6,0.7,0.8,0.9,0.0,0.0
2975,50,0.3,0.3,0.3,0.4,0.6,0.7,0.8,0.0,0.0
4851,350,0.2,0.2,0.2,0.2,0.3,0.5,0.8,0.0,0.0
3819,50,0.2,0.2,0.2,0.3,0.4,0.7,0.8,0.0,0.0
476,250,0.1,0.1,0.1,0.1,0.2,0.4,0.5,0.0,0.0
8742,900,0.2,0.2,0.2,0.2,0.3,0.4,0.3,0.0,0.0
7678,50,0.2,0.2,0.2,0.3,0.4,0.6,0.7,0.0,0.0
1957,150,0.3,0.3,0.3,0.4,0.5,0.7,0.8,0.0,0.0
4561,650,0.1,0.1,0.1,0.2,0.2,0.4,0.2,0.0,0.0
4312,100,0.2,0.2,0.2,0.2,0.3,0.6,0.8,0.0,0.0
1985,100,0.3,0.3,0.3,0.4,0.5,0.7,0.8,0.0,0.0
6104,150,0.3,0.3,0.3,0.4,0.5,0.6,0.8,0.0,0.0
3249,50,0.5,0.5,0.5,0.6,0.7,0.8,0.9,0.9,0.0
2669,50,0.1,0.1,0.1,0.2,0.4,0.8,0.9,0.0,0.0
3097,50,0.4,0.4,0.5,0.6,0.7,0.8,0.9,0.0,0.0
7182,50,0.3,0.3,0.3,0.4,0.5,0.6,0.7,0.0,0.0
824,250,0.1,0.1,0.2,0.2,0.3,0.4,0.6,0.0,0.0
6975,100,0.3,0.3,0.3,0.3,0.4,0.6,0.7,0.0,0.0
9781,1850,0.1,0.2,0.2,0.2,0.3,0.4,0.6,0.0,0.0
7802,150,0.2,0.2,0.2,0.3,0.4,0.5,0.7,0.0,0.0
8631,1100,0.1,0.1,0.1,0.1,0.2,0.4,0.4,0.0,0.0
654,50,0.4,0.4,0.4,0.5,0.6,0.8,0.9,0.9,0.0
1612,50,0.3,0.3,0.4,0.4,0.5,0.7,0.9,0.0,0.0
3642,50,0.3,0.3,0.3,0.4,0.5,0.6,0.8,0.0,0.0
3612,100,0.3,0.3,0.3,0.4,0.5,0.6,0.7,0.0,0.0
3618,100,0.3,0.3,0.3,0.4,0.5,0.6,0.8,0.0,0.0
3533,1050,0.1,0.1,0.1,0.1,0.2,0.3,0.5,0.0,0.0
2937,200,0.1,0.2,0.2,0.2,0.3,0.4,0.5,0.0,0.0
9612,200,0.2,0.2,0.2,0.3,0.3,0.4,0.5,0.0,0.0
4664,3550,0.1,0.1,0.1,0.1,0.2,0.5,0.1,0.0,0.0
5905,900,0.1,0.1,0.2,0.2,0.3,0.4,0.2,0.0,0.0
9483,100,0.2,0.2,0.2,0.2,0.3,0.6,0.8,0.0,0.0
2581,50,0.3,0.3,0.3,0.3,0.5,0.7,0.9,0.0,0.0
7434,50,0.3,0.3,0.4,0.4,0.6,0.8,0.9,0.0,0.0
8003,150,0.3,0.3,0.3,0.3,0.4,0.6,0.7,0.0,0.0
1997,250,0.1,0.1,0.1,0.2,0.2,0.4,0.6,0.0,0.0
1456,50,0.3,0.3,0.4,0.4,0.5,0.6,0.8,0.0,0.0
9232,100,0.3,0.3,0.3,0.3,0.4,0.5,0.6,0.0,0.0
7559,5000,0.1,0.1,0.1,0.1,0.2,0.4,0.1,0.0,0.0
1715,1250,0.1,0.1,0.1,0.1,0.2,0.4,0.7,0.0,0.0
4644,2500,0.1,0.1,0.1,0.1,0.2,0.6,0.8,0.0,0.0
8611,250,0.2,0.2,0.2,0.2,0.3,0.5,0.6,0.0,0.0
7834,50,0.2,0.2,0.2,0.2,0.5,0.8,0.9,0.0,0.0
3739,50,0.3,0.4,0.4,0.5,0.6,0.8,0.9,0.6,0.0
2802,50,0.3,0.4,0.4,0.4,0.6,0.7,0.8,0.0,0.0
8032,50,0.4,0.4,0.4,0.4,0.5,0.7,0.8,0.0,0.0
9914,500,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0.0,0.0
6415,3100,0.2,0.2,0.2,0.2,0.3,0.4,0.5,0.0,0.0
2412,100,0.4,0.4,0.4,0.4,0.5,0.6,0.7,0.0,0.0
5542,2600,0.1,0.1,0.1,0.1,0.2,0.3,0.5,0.0,0.0
3192,550,0.2,0.2,0.2,0.2,0.3,0.5,0.3,0.0,0.0
9409,50,0.4,0.4,0.4,0.5,0.7,0.8,0.9,0.0,0.0
82,1900,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0.0,0.0
7146,50,0.3,0.3,0.3,0.4,0.5,0.7,0.8,0.0,0.0
3248,50,0.3,0.3,0.3,0.4,0.5,0.6,0.7,0.0,0.0
1553,5000,0.1,0.1,0.1,0.2,0.3,0.4,0.0,0.0,0.0
9922,2300,0.1,0.1,0.1,0.1,0.2,0.3,0.6,0.0,0.0
4951,250,0.2,0.2,0.2,0.3,0.4,0.6,0.8,0.0,0.0
8535,250,0.2,0.2,0.2,0.2,0.3,0.4,0.6,0.0,0.0
1600,50,0.3,0.3,0.3,0.3,0.4,0.6,0.7,0.0,0.0
7515,300,0.2,0.2,0.2,0.3,0.4,0.5,0.7,0.0,0.0
2304,5000,0.1,0.1,0.1,0.1,0.2,0.3,0.0,0.0,0.0
6860,1000,0.1,0.2,0.2,0.2,0.3,0.4,0.6,0.0,0.0
5458,50,0.2,0.3,0.3,0.3,0.5,0.6,0.8,0.0,0.0
6597,1800,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.0,0.0
2969,900,0.1,0.1,0.1,0.2,0.2,0.4,0.2,0.0,0.0
3026,50,0.2,0.3,0.3,0.3,0.4,0.6,0.3,0.0,0.0
7123,2000,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0.0,0.0
4969,50,0.5,0.5,0.6,0.6,0.8,0.9,0.9,0.9,0.0
4020,100,0.2,0.2,0.2,0.2,0.3,0.5,0.2,0.0,0.0
653,50,0.2,0.2,0.2,0.2,0.4,0.8,0.8,0.0,0.0
6636,250,0.3,0.3,0.3,0.4,0.5,0.6,0.6,0.0,0.0
2003,50,0.3,0.3,0.3,0.4,0.5,0.8,0.9,0.0,0.0
4221,3400,0.1,0.1,0.1,0.2,0.2,0.4,0.4,0.0,0.0
8874,400,0.1,0.1,0.1,0.2,0.2,0.4,0.6,0.0,0.0
3803,50,0.4,0.5,0.5,0.6,0.7,0.9,0.9,0.9,0.9
1968,200,0.2,0.2,0.2,0.2,0.3,0.6,0.8,0.0,0.0
7076,100,0.3,0.3,0.4,0.4,0.5,0.6,0.7,0.0,0.0
9318,450,0.1,0.1,0.2,0.2,0.3,0.7,0.8,0.0,0.0
8337,50,0.2,0.2,0.2,0.2,0.4,0.7,0.8,0.0,0.0
1007,1250,0.1,0.1,0.1,0.2,0.3,0.4,0.7,0.0,0.0
2883,2000,0.1,0.1,0.1,0.1,0.2,0.4,0.7,0.0,0.0
8153,200,0.1,0.1,0.1,0.1,0.2,0.5,0.8,0.0,0.0
7424,300,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0.0,0.0
294,1100,0.2,0.2,0.2,0.2,0.4,0.6,0.8,0.0,0.0
6397,50,0.4,0.4,0.4,0.5,0.6,0.8,0.9,0.9,0.0
3183,100,0.2,0.2,0.2,0.3,0.4,0.6,0.8,0.0,0.0
8275,950,0.1,0.1,0.1,0.2,0.2,0.4,0.5,0.0,0.0
5636,50,0.4,0.4,0.4,0.4,0.6,0.7,0.8,0.0,0.0
5895,50,0.4,0.4,0.4,0.5,0.6,0.7,0.9,0.0,0.0
2150,1750,0.1,0.1,0.1,0.2,0.2,0.3,0.4,0.0,0.0
714,50,0.4,0.4,0.4,0.5,0.6,0.8,0.8,0.0,0.0
92,150,0.2,0.2,0.2,0.3,0.4,0.5,0.7,0.0,0.0
2577,50,0.4,0.5,0.5,0.6,0.8,0.9,0.9,0.9,0.9
4779,150,0.1,0.1,0.2,0.2,0.3,0.4,0.6,0.0,0.0
7862,1650,0.1,0.1,0.1,0.1,0.2,0.6,0.7,0.0,0.0
9615,100,0.2,0.2,0.2,0.3,0.4,0.5,0.7,0.0,0.0
9940,5000,0.1,0.1,0.1,0.1,0.2,0.3,0.0,0.0,0.0
5798,250,0.2,0.2,0.2,0.2,0.4,0.6,0.8,0.0,0.0
8952,800,0.1,0.1,0.1,0.1,0.2,0.3,0.0,0.0,0.0
108,50,0.3,0.3,0.3,0.4,0.7,0.8,0.9,0.0,0.0
6951,100,0.2,0.2,0.2,0.3,0.4,0.5,0.8,0.0,0.0
1284,1050,0.1,0.1,0.1,0.2,0.2,0.4,0.5,0.0,0.0
1971,50,0.4,0.4,0.4,0.5,0.7,0.9,0.9,0.9,0.0
4746,2950,0.1,0.1,0.1,0.1,0.2,0.4,0.1,0.0,0.0
6080,250,0.2,0.2,0.2,0.2,0.3,0.4,0.5,0.0,0.0
8429,5000,0.1,0.1,0.1,0.2,0.2,0.3,0.0,0.0,0.0
3583,50,0.2,0.2,0.3,0.3,0.4,0.5,0.7,0.0,0.0
7141,2350,0.2,0.2,0.2,0.2,0.4,0.6,0.8,0.0,0.0
965,150,0.1,0.1,0.2,0.2,0.3,0.4,0.7,0.0,0.0
6707,150,0.3,0.3,0.3,0.3,0.4,0.6,0.7,0.0,0.0
6841,50,0.4,0.4,0.4,0.5,0.6,0.7,0.8,0.0,0.0
6133,650,0.1,0.1,0.1,0.1,0.2,0.3,0.5,0.0,0.0
3542,2450,0.1,0.1,0.1,0.2,0.2,0.4,0.1,0.0,0.0
5039,50,0.3,0.3,0.3,0.3,0.4,0.5,0.6,0.0,0.0
5334,50,0.5,0.5,0.5,0.6,0.7,0.8,0.9,0.8,0.0
4272,550,0.2,0.2,0.2,0.3,0.4,0.6,0.6,0.0,0.0
8135,800,0.2,0.2,0.2,0.2,0.3,0.4,0.6,0.0,0.0
1186,3600,0.1,0.1,0.2,0.2,0.3,0.4,0.1,0.0,0.0
227,150,0.3,0.3,0.3,0.3,0.5,0.6,0.7,0.0,0.0
6321,150,0.3,0.3,0.3,0.4,0.5,0.6,0.7,0.0,0.0
7799,4700,0.1,0.1,0.1,0.1,0.2,0.3,0.0,0.0,0.0
9672,1650,0.1,0.1,0.1,0.2,0.3,0.4,0.2,0.0,0.0
9525,50,0.4,0.4,0.4,0.5,0.6,0.7,0.9,0.0,0.0
6595,50,0.3,0.4,0.4,0.4,0.6,0.7,0.8,0.0,0.0
7365,150,0.2,0.2,0.2,0.3,0.4,0.5,0.7,0.0,0.0
446,3150,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.0,0.0
8629,100,0.2,0.2,0.2,0.3,0.3,0.5,0.6,0.0,0.0
7869,1150,0.1,0.1,0.1,0.2,0.2,0.4,0.0,0.0,0.0
5148,50,0.2,0.2,0.2,0.3,0.8,0.9,1.0,0.0,0.0
1753,50,0.2,0.3,0.3,0.3,0.5,0.7,0.8,0.0,0.0
293,2550,0.2,0.2,0.2,0.2,0.3,0.5,0.7,0.0,0.0
2603,50,0.2,0.2,0.3,0.3,0.5,0.7,0.8,0.0,0.0
7859,600,0.2,0.2,0.3,0.3,0.4,0.5,0.6,0.0,0.0
2723,750,0.1,0.1,0.1,0.2,0.2,0.3,0.5,0.0,0.0
3617,1300,0.2,0.2,0.2,0.2,0.3,0.6,0.4,0.0,0.0
3043,350,0.1,0.2,0.2,0.2,0.3,0.5,0.7,0.0,0.0
1399,50,0.2,0.2,0.3,0.3,0.5,0.7,0.9,0.0,0.0
7688,3050,0.1,0.1,0.1,0.2,0.3,0.4,0.6,0.0,0.0
8660,50,0.3,0.3,0.4,0.4,0.6,0.8,0.9,0.0,0.0
1852,750,0.3,0.3,0.3,0.3,0.4,0.5,0.7,0.0,0.0
923,150,0.1,0.1,0.1,0.2,0.3,0.6,0.8,0.0,0.0
233,150,0.2,0.2,0.3,0.3,0.4,0.5,0.6,0.0,0.0
5991,600,0.2,0.2,0.2,0.2,0.3,0.4,0.6,0.0,0.0
6117,150,0.1,0.2,0.2,0.2,0.3,0.5,0.7,0.0,0.0
1550,100,0.2,0.2,0.3,0.3,0.4,0.7,0.9,0.0,0.0
9749,50,0.2,0.2,0.2,0.3,0.5,0.8,0.8,0.1,0.0
4649,50,0.4,0.4,0.4,0.4,0.6,0.7,0.8,0.0,0.0
1434,150,0.3,0.3,0.3,0.3,0.4,0.6,0.7,0.0,0.0
3278,1550,0.1,0.1,0.1,0.1,0.2,0.3,0.0,0.0,0.0
2371,50,0.3,0.4,0.4,0.5,0.6,0.8,0.8,0.0,0.0
1103,50,0.2,0.3,0.3,0.3,0.5,0.7,0.8,0.0,0.0
8213,50,0.2,0.2,0.2,0.2,0.3,0.5,0.7,0.0,0.0
3545,150,0.3,0.3,0.3,0.3,0.5,0.7,0.8,0.0,0.0
5327,50,0.2,0.2,0.2,0.3,0.4,0.6,0.7,0.0,0.0
2903,2000,0.2,0.2,0.2,0.2,0.4,0.6,0.9,0.0,0.0
4562,100,0.1,0.2,0.2,0.2,0.3,0.4,0.4,0.0,0.0
9008,1250,0.1,0.1,0.1,0.1,0.2,0.3,0.4,0.0,0.0
3869,1250,0.1,0.1,0.1,0.1,0.2,0.3,0.0,0.0,0.0
4529,50,0.3,0.3,0.3,0.4,0.5,0.7,0.9,0.0,0.0
3493,750,0.1,0.1,0.1,0.1,0.2,0.6,0.9,0.0,0.0
8161,50,0.3,0.3,0.3,0.3,0.4,0.6,0.7,0.0,0.0
5621,50,0.3,0.3,0.3,0.4,0.5,0.7,0.9,0.0,0.0
9228,100,0.3,0.3,0.3,0.3,0.4,0.6,0.7,0.0,0.0
6504,2850,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0.0,0.0
