query_idx,ef_true,RV_gauss,RV_hub_05,RV_hub_10,RV_hub_20
7594,1950,0.146701,0.12599,0.10959,0.0867073
4110,50,0.336336,0.332572,0.325616,0.306249
2540,650,0.137735,0.122223,0.109211,0.0895922
4788,50,0.450815,0.431332,0.412332,0.380109
3205,50,0.346486,0.334359,0.321979,0.298682
3932,2400,0.373103,0.375162,0.375457,0.371797
2011,50,0.253283,0.253843,0.254282,0.253819
5342,350,0.182818,0.167802,0.154722,0.135403
9665,150,0.272061,0.253027,0.235644,0.205168
7272,100,0.2392,0.219778,0.203452,0.18252
927,500,0.201872,0.187029,0.173281,0.148712
9355,200,0.190717,0.1811,0.171166,0.151863
9768,3400,0.162411,0.155388,0.148096,0.134098
8812,950,0.116974,0.107503,0.0992786,0.0858219
4884,50,0.395052,0.377763,0.359806,0.320648
335,750,0.132065,0.116007,0.103196,0.0853921
6635,600,0.250029,0.249262,0.24702,0.239484
4883,50,0.432966,0.423442,0.410286,0.374159
1394,5000,0.118727,0.114515,0.109866,0.10046
8545,50,0.288175,0.271387,0.25401,0.219121
127,1700,0.146956,0.137479,0.128355,0.112502
3831,50,0.487269,0.482974,0.477939,0.466945
4950,50,0.562445,0.552668,0.54231,0.522332
763,50,0.517372,0.507213,0.496913,0.475714
2457,2000,0.16369,0.143354,0.125233,0.0957796
7307,100,0.286466,0.278177,0.267719,0.243681
2758,750,0.425003,0.42338,0.419934,0.411536
324,50,0.56782,0.577462,0.580604,0.572624
7680,200,0.304224,0.276187,0.251913,0.215421
275,100,0.310116,0.311196,0.310281,0.303801
7328,500,0.307518,0.296649,0.285302,0.262966
7044,50,0.239994,0.221541,0.20512,0.178983
7289,50,0.407939,0.423177,0.432354,0.439134
5305,200,0.313848,0.296279,0.281669,0.260398
6347,450,0.289161,0.265847,0.244383,0.208942
9447,1500,0.166799,0.158426,0.150186,0.134816
8426,700,0.168219,0.16083,0.153385,0.140498
4860,50,0.600747,0.589275,0.573135,0.48638
7659,50,0.346936,0.339925,0.331286,0.311371
1335,50,0.472671,0.468755,0.464182,0.455426
4069,2250,0.212846,0.204414,0.19627,0.181852
6039,100,0.237382,0.220779,0.205964,0.181161
1714,50,0.329326,0.316618,0.303798,0.278319
7965,1800,0.157543,0.149015,0.14146,0.12775
2642,50,0.368367,0.361522,0.35493,0.341984
1712,50,0.46251,0.457249,0.451454,0.439057
1004,50,0.31662,0.29167,0.269598,0.235528
9971,1050,0.12865,0.11262,0.0997027,0.0816764
8948,150,0.319759,0.308167,0.297356,0.279409
9647,150,0.358277,0.349082,0.337236,0.31015
1773,150,0.309656,0.298844,0.288822,0.273991
1568,50,0.618194,0.616522,0.613076,0.602762
2546,50,0.527597,0.524945,0.520739,0.508369
6123,400,0.234958,0.218088,0.202659,0.179422
8873,100,0.315618,0.284157,0.256534,0.213376
4273,300,0.171075,0.151355,0.134697,0.111254
6751,50,0.442133,0.430413,0.417727,0.390489
183,1050,0.142566,0.129954,0.118834,0.100229
8538,50,0.520722,0.515782,0.509457,0.494797
1883,250,0.300139,0.307776,0.312217,0.312681
6875,100,0.337005,0.318464,0.301257,0.271875
7046,50,0.41483,0.396577,0.377781,0.335793
549,250,0.275119,0.250084,0.228593,0.195895
1679,100,0.342424,0.3282,0.313774,0.285105
5357,100,0.426251,0.407527,0.387398,0.340016
1511,200,0.246447,0.233403,0.220367,0.194216
8223,50,0.544377,0.533968,0.522758,0.502039
7578,700,0.205846,0.194987,0.183197,0.155208
7435,750,0.211022,0.20071,0.190421,0.171987
9276,50,0.432672,0.430215,0.426051,0.416116
3984,250,0.174599,0.156853,0.141472,0.117939
2993,4400,0.123126,0.102952,0.0869846,0.0657303
3034,50,0.406285,0.395681,0.3861,0.369962
4473,150,0.246806,0.239628,0.231467,0.21235
5516,1600,0.183872,0.178422,0.173197,0.163924
5572,50,0.333241,0.317116,0.302168,0.275163
5530,450,0.208651,0.1875,0.171288,0.149095
7580,50,0.337949,0.333312,0.32653,0.309536
8963,50,0.361221,0.351801,0.341985,0.322024
2234,400,0.272386,0.269104,0.263958,0.250491
2560,50,0.364388,0.367946,0.369009,0.36313
6852,100,0.212804,0.206126,0.197366,0.177222
9973,150,0.225403,0.215083,0.205702,0.187885
6431,50,0.459295,0.448845,0.437932,0.415464
7700,50,0.344788,0.331067,0.315849,0.284556
3879,50,0.526211,0.513659,0.502163,0.482965
8469,100,0.361928,0.341196,0.321254,0.285316
6754,50,0.548015,0.536923,0.524103,0.49709
9583,150,0.17303,0.16111,0.150297,0.132081
9557,400,0.174657,0.163338,0.152499,0.133735
9013,100,0.312875,0.292363,0.274348,0.246851
6555,300,0.209816,0.195117,0.181094,0.156781
8256,5000,0.153615,0.14182,0.130265,0.10966
8122,3300,0.143159,0.119285,0.100445,0.0771824
6092,100,0.262347,0.240107,0.220125,0.186698
7088,500,0.19094,0.174547,0.160588,0.14064
4864,1150,0.158129,0.153648,0.149286,0.141222
3743,50,0.483571,0.487122,0.486027,0.474906
8415,50,0.295472,0.284306,0.272057,0.246155
9364,50,0.411327,0.396127,0.380176,0.344841
8674,1450,0.136982,0.117921,0.101982,0.0790839
6099,100,0.439358,0.434189,0.428857,0.417661
6790,1050,0.301176,0.299817,0.293902,0.268402
6506,50,0.435041,0.436359,0.435807,0.429782
5822,50,0.395555,0.388375,0.380023,0.362134
4565,150,0.316821,0.297216,0.279092,0.248719
8676,100,0.369662,0.356345,0.34318,0.318003
4185,5000,0.277314,0.270497,0.261172,0.235233
8253,100,0.229301,0.209305,0.193316,0.171063
1295,250,0.170566,0.162034,0.153578,0.137872
4929,50,0.489361,0.47529,0.460592,0.428951
3839,200,0.300817,0.287909,0.276026,0.257127
1189,1350,0.293803,0.281773,0.270698,0.250299
2387,500,0.252868,0.239324,0.226315,0.202222
6534,50,0.549332,0.544575,0.537106,0.515794
659,100,0.174979,0.164159,0.154952,0.140696
764,1900,0.199437,0.184475,0.170555,0.147281
5716,300,0.216166,0.196766,0.179535,0.152272
7231,100,0.256285,0.248361,0.240269,0.219611
7533,50,0.396357,0.390025,0.382763,0.366861
4943,1350,0.16935,0.166335,0.160838,0.14633
7257,100,0.189443,0.171088,0.154921,0.130242
1045,350,0.183823,0.162297,0.143758,0.116954
232,350,0.156447,0.1398,0.125915,0.104561
5944,50,0.684997,0.683108,0.677927,0.660093
4648,50,0.481905,0.463989,0.445981,0.411138
250,100,0.231073,0.222869,0.214853,0.201713
9068,300,0.249247,0.238155,0.227671,0.208621
1232,300,0.164762,0.162657,0.159399,0.149778
787,50,0.389885,0.382747,0.374907,0.357519
5965,50,0.303813,0.303061,0.299302,0.284619
357,100,0.289261,0.27928,0.268678,0.248408
8215,1800,0.177036,0.156707,0.140661,0.11933
4968,50,0.387142,0.393489,0.395432,0.388498
6768,1400,0.182366,0.159675,0.141323,0.11541
8,50,0.32464,0.317265,0.306705,0.279879
1422,100,0.394583,0.380818,0.365582,0.332338
8210,50,0.367772,0.362714,0.358442,0.350561
1581,50,0.294294,0.277186,0.261389,0.234183
8744,300,0.185083,0.16445,0.14582,0.117356
5547,50,0.29714,0.272676,0.247147,0.199724
545,50,0.193771,0.185246,0.175963,0.156138
1962,100,0.369892,0.351386,0.332505,0.297101
1927,2600,0.104341,0.0931682,0.0843738,0.071425
7883,550,0.159374,0.138322,0.120692,0.0954672
1187,200,0.182103,0.165867,0.153053,0.135468
6267,850,0.273622,0.284077,0.289203,0.286918
4820,50,0.400078,0.391347,0.380615,0.35607
2675,100,0.258197,0.235044,0.214208,0.181128
6231,150,0.340701,0.326978,0.313566,0.288601
1237,50,0.342848,0.322946,0.30418,0.269039
8820,100,0.248049,0.232853,0.218432,0.192989
3945,500,0.159518,0.145271,0.133913,0.117281
6466,50,0.659767,0.660375,0.660441,0.658483
2930,1300,0.214423,0.203593,0.193437,0.175707
7358,50,0.398615,0.385595,0.371803,0.344602
4509,100,0.406809,0.39454,0.380945,0.352373
2986,50,0.376042,0.367531,0.356705,0.328572
886,4850,0.171525,0.153877,0.138374,0.114452
8288,100,0.305356,0.282886,0.259996,0.218624
7360,600,0.279672,0.268861,0.256558,0.230358
9020,3600,0.125589,0.127058,0.126191,0.120151
4394,100,0.283079,0.269973,0.258436,0.236074
2114,50,0.282412,0.273287,0.265063,0.249836
1421,2050,0.130907,0.128272,0.123489,0.104956
7558,450,0.180276,0.167118,0.154872,0.133732
7613,50,0.443453,0.43297,0.42018,0.384256
1283,50,0.481489,0.475767,0.470899,0.464362
9201,2050,0.137551,0.119954,0.105542,0.085665
9112,50,0.379729,0.378419,0.374685,0.360825
4976,400,0.19667,0.175104,0.158005,0.135273
3671,50,0.559347,0.554708,0.548835,0.535723
834,400,0.331193,0.320288,0.308459,0.285171
7789,250,0.227259,0.212658,0.197335,0.16582
5638,350,0.203109,0.191943,0.180369,0.157697
5582,100,0.273179,0.252903,0.235212,0.206161
2128,150,0.182303,0.16643,0.15239,0.130354
6909,50,0.416771,0.406771,0.392475,0.356906
4112,550,0.231594,0.227197,0.220133,0.201524
448,1450,0.171422,0.156786,0.145164,0.129874
8925,150,0.169153,0.163035,0.15597,0.140061
8321,50,0.393663,0.382042,0.369065,0.341381
9211,1200,0.134988,0.126939,0.118615,0.102121
1760,50,0.358979,0.362759,0.363141,0.354145
5830,1500,0.25273,0.248476,0.242135,0.225784
4500,100,0.242422,0.226752,0.211586,0.185443
860,5000,0.148684,0.144428,0.138764,0.125503
3159,50,0.647065,0.651329,0.651882,0.644001
8037,50,0.251883,0.241286,0.230049,0.207627
781,250,0.24602,0.228221,0.211116,0.180225
9151,700,0.144259,0.137476,0.130681,0.117374
268,50,0.306779,0.294584,0.282654,0.260353
823,200,0.292371,0.277703,0.263592,0.238327
3910,350,0.290588,0.278354,0.267107,0.248412
4121,50,0.24019,0.236955,0.231474,0.217641
2250,1000,0.165738,0.158452,0.150824,0.135019
2554,50,0.569059,0.559577,0.551009,0.534829
4256,150,0.161975,0.141597,0.126456,0.106391
6640,600,0.312045,0.296556,0.281728,0.25322
552,1000,0.17773,0.172105,0.166733,0.156478
3364,50,0.340555,0.328676,0.317605,0.298947
4449,50,0.454739,0.44355,0.431592,0.407705
6705,200,0.232576,0.218146,0.204478,0.181063
4398,1650,0.193895,0.165797,0.143753,0.114326
4600,100,0.277119,0.260767,0.243995,0.212504
8894,150,0.292109,0.277022,0.262533,0.236458
7190,150,0.23168,0.2296,0.227388,0.222785
4703,50,0.344548,0.356346,0.361659,0.357073
9484,350,0.193215,0.175308,0.159423,0.133324
7427,2150,0.188753,0.172429,0.158113,0.136889
911,50,0.513345,0.506977,0.501177,0.491676
7314,50,0.631297,0.638132,0.641928,0.641455
3352,450,0.189458,0.177237,0.164706,0.141311
106,100,0.276467,0.27237,0.271102,0.271983
5035,1650,0.186403,0.177029,0.168956,0.155058
2858,200,0.179753,0.1735,0.166841,0.153293
5618,50,0.248332,0.244083,0.24032,0.233247
4353,100,0.373035,0.354015,0.335371,0.301405
8131,50,0.332513,0.318035,0.303642,0.279124
3024,2300,0.256319,0.251536,0.244848,0.229049
4963,250,0.251805,0.23237,0.213821,0.181959
2167,900,0.151115,0.142813,0.135082,0.119895
9246,50,0.412977,0.407733,0.400551,0.382022
3534,1000,0.255619,0.234535,0.215404,0.184775
9274,50,0.297023,0.289097,0.280033,0.259852
3009,100,0.244974,0.223238,0.204686,0.175584
387,50,0.583675,0.587074,0.587187,0.580708
8608,2250,0.260772,0.246538,0.233199,0.210188
6325,250,0.277865,0.258946,0.242115,0.215415
8411,3450,0.258211,0.250778,0.241745,0.222677
4965,50,0.435486,0.428429,0.41912,0.39706
4983,50,0.528605,0.527544,0.52582,0.52071
5706,1900,0.147372,0.130372,0.116643,0.0952159
1204,50,0.345508,0.331746,0.318644,0.295607
3048,50,0.463032,0.458143,0.450238,0.428898
6270,50,0.519114,0.514209,0.508564,0.495648
1110,100,0.379863,0.361744,0.342726,0.304537
45,50,0.365738,0.357864,0.349497,0.329776
957,50,0.488713,0.479345,0.469965,0.452288
752,100,0.392571,0.381206,0.369298,0.344261
8574,5000,0.114849,0.0988965,0.0873425,0.0746421
3415,50,0.583641,0.57892,0.573752,0.562788
6189,50,0.357636,0.341633,0.32637,0.298566
7412,150,0.29696,0.29075,0.281153,0.255569
1920,100,0.359718,0.340824,0.322565,0.290802
4783,100,0.246927,0.230605,0.215771,0.191293
6233,1150,0.182078,0.177701,0.172015,0.158243
6490,50,0.444146,0.443759,0.441029,0.429129
2147,200,0.218312,0.186986,0.162459,0.132891
7423,250,0.312821,0.301469,0.289395,0.260161
8141,50,0.422147,0.41605,0.408404,0.391171
1107,50,0.488549,0.483697,0.477124,0.460066
7179,50,0.325562,0.304789,0.285176,0.248175
964,100,0.334818,0.318008,0.300798,0.268298
6230,200,0.223176,0.209664,0.195153,0.166876
8635,100,0.26554,0.246414,0.228651,0.19856
2734,50,0.269729,0.257289,0.245234,0.222081
5578,50,0.480688,0.470821,0.459784,0.435777
6999,50,0.464127,0.45772,0.452316,0.444286
3110,50,0.375728,0.369348,0.360915,0.340385
4925,50,0.333524,0.330469,0.325629,0.309273
7771,100,0.410875,0.39767,0.384014,0.355839
5184,50,0.51417,0.499785,0.486333,0.461048
2947,50,0.727104,0.744018,0.755203,0.765446
931,1050,0.0933864,0.0765507,0.0642043,0.0494785
1809,800,0.279768,0.264899,0.251393,0.230004
3580,5000,0.138317,0.129065,0.120749,0.107108
6502,50,0.646923,0.644799,0.642022,0.634838
7481,50,0.647709,0.654692,0.657372,0.653498
4531,50,0.446853,0.436625,0.426496,0.407781
970,1800,0.132338,0.1255,0.117971,0.102636
1812,2450,0.298549,0.307921,0.312632,0.311691
4902,50,0.37428,0.357573,0.34121,0.310872
4655,100,0.409917,0.403428,0.395906,0.379064
6786,100,0.276634,0.268899,0.261122,0.245826
8628,50,0.611969,0.617801,0.618763,0.611718
9892,50,0.413465,0.398353,0.383128,0.353961
5840,500,0.17809,0.164934,0.153307,0.135483
8144,1300,0.221042,0.201907,0.183018,0.151155
7701,50,0.237444,0.223789,0.210286,0.186157
8279,50,0.50391,0.487856,0.469818,0.43081
2270,1300,0.210277,0.200496,0.189707,0.16805
1294,50,0.378676,0.369573,0.358619,0.333494
8857,1100,0.357909,0.358486,0.353602,0.333448
9788,50,0.347104,0.343082,0.337655,0.32602
9219,100,0.411945,0.397571,0.383283,0.356296
8731,50,0.449292,0.453371,0.451523,0.435544
9239,650,0.224974,0.210504,0.197388,0.17533
9180,50,0.566506,0.557849,0.548788,0.52975
7142,50,0.409099,0.397947,0.385233,0.357583
7369,350,0.129361,0.121189,0.113359,0.099574
8964,2500,0.123127,0.114742,0.107119,0.094521
8907,3800,0.170299,0.167611,0.163614,0.153372
3105,5000,0.143026,0.137874,0.132201,0.119771
7320,500,0.226853,0.221801,0.215144,0.198842
4248,450,0.370011,0.373378,0.373715,0.365265
575,2850,0.142334,0.130275,0.121214,0.112276
8542,50,0.471737,0.463123,0.452024,0.425196
4140,1000,0.152229,0.142938,0.134793,0.123001
153,50,0.324078,0.327009,0.323755,0.304432
4063,300,0.141527,0.127512,0.115364,0.0961189
2243,250,0.293803,0.280655,0.266334,0.238043
9380,50,0.370569,0.352523,0.334277,0.295856
8847,200,0.220402,0.199079,0.17989,0.152354
5356,50,0.345161,0.340716,0.33395,0.31699
5000,900,0.174248,0.163216,0.152562,0.133347
8530,50,0.644818,0.646173,0.644087,0.633099
5838,1300,0.203147,0.180245,0.161809,0.136174
7661,50,0.507973,0.496206,0.485018,0.463301
5679,2400,0.172684,0.164658,0.157005,0.143305
9890,300,0.230218,0.210741,0.193637,0.165419
1460,900,0.133542,0.122944,0.113103,0.0967058
2431,1050,0.400454,0.413522,0.420074,0.419104
2132,4600,0.150623,0.128827,0.111042,0.0871138
6633,50,0.334995,0.328458,0.320123,0.300537
1095,50,0.329864,0.317128,0.301683,0.263376
216,50,0.210215,0.20707,0.203715,0.194988
8056,500,0.184836,0.170651,0.159174,0.142388
117,350,0.24444,0.236385,0.227143,0.207532
6561,3150,0.127811,0.122405,0.117754,0.110521
4899,100,0.246268,0.236361,0.226023,0.205346
9729,50,0.449834,0.435782,0.421163,0.393037
8231,50,0.428454,0.413232,0.39729,0.367158
6419,50,0.442242,0.431977,0.420359,0.39604
5579,100,0.300753,0.277531,0.257323,0.224191
7835,5000,0.20341,0.187924,0.174356,0.153899
78,200,0.180801,0.168404,0.157908,0.140861
3532,400,0.273457,0.258801,0.24571,0.224591
7467,100,0.340944,0.322352,0.303493,0.269232
1858,50,0.464924,0.46985,0.471537,0.467847
4617,1850,0.172987,0.16331,0.153222,0.133019
5158,3350,0.226734,0.218666,0.210783,0.195731
9519,50,0.47296,0.46937,0.463964,0.448244
9147,150,0.227984,0.203547,0.181886,0.147211
9976,50,0.42071,0.42361,0.418625,0.393939
2886,50,0.364406,0.349425,0.335302,0.310564
4084,150,0.256801,0.235522,0.214801,0.176902
4901,4050,0.33441,0.314264,0.294555,0.25836
4029,2800,0.177286,0.167227,0.156945,0.137644
6939,50,0.422737,0.404674,0.386205,0.349811
6714,200,0.324682,0.305155,0.286787,0.254868
8704,350,0.221555,0.21125,0.202421,0.187847
213,50,0.361036,0.343535,0.326806,0.295702
6007,1050,0.155941,0.129634,0.109597,0.0841094
9855,900,0.418068,0.414503,0.408217,0.389952
4869,600,0.146167,0.128972,0.115267,0.0971046
6152,50,0.436258,0.430951,0.424612,0.410614
9328,550,0.149887,0.132495,0.118387,0.0980952
4912,350,0.243448,0.235121,0.224822,0.201429
4309,900,0.138871,0.131848,0.125329,0.115338
6836,450,0.236687,0.219733,0.203213,0.174181
9862,50,0.392345,0.389621,0.383866,0.367608
9129,5000,0.156857,0.142932,0.130709,0.111722
4100,2100,0.22278,0.188782,0.161941,0.127001
3202,2700,0.311595,0.31619,0.317867,0.3146
6950,3550,0.1946,0.184564,0.174962,0.157761
6288,100,0.216064,0.201605,0.18997,0.173916
7556,5000,0.127712,0.115594,0.104552,0.0869224
7116,250,0.228098,0.216061,0.20581,0.189632
9736,50,0.299846,0.285542,0.271449,0.248722
4811,150,0.250709,0.245212,0.238509,0.221963
3409,50,0.434687,0.429037,0.421941,0.404625
7488,50,0.388211,0.370347,0.353412,0.323769
6607,5000,0.149934,0.151275,0.150215,0.142871
1719,100,0.330166,0.320702,0.310379,0.289066
1381,300,0.163758,0.160536,0.155156,0.140441
920,950,0.137532,0.135268,0.132928,0.128451
2828,50,0.531254,0.529361,0.524558,0.511472
7614,150,0.220386,0.209808,0.197899,0.173362
4085,50,0.561412,0.568964,0.574071,0.578728
6067,300,0.181559,0.167584,0.154832,0.132813
611,100,0.210001,0.198996,0.187921,0.166888
9574,50,0.613803,0.616613,0.616195,0.606746
8119,4400,0.164719,0.172968,0.180854,0.195504
6403,50,0.40223,0.388476,0.374435,0.348523
7496,200,0.263337,0.260837,0.257989,0.251226
9838,50,0.465388,0.462105,0.456387,0.438581
3665,3950,0.100048,0.0881578,0.0786804,0.0671936
7368,100,0.366797,0.358219,0.348525,0.327951
5731,2600,0.132951,0.123082,0.114968,0.103734
4745,50,0.509167,0.491035,0.470806,0.428995
783,700,0.246195,0.252132,0.253851,0.24774
5326,200,0.183978,0.164402,0.147981,0.123937
9568,50,0.405278,0.398328,0.389474,0.368373
4117,50,0.68512,0.682914,0.678995,0.666554
4087,300,0.24899,0.241002,0.23144,0.210389
7037,50,0.397749,0.397578,0.395976,0.389794
3973,200,0.251787,0.229719,0.210049,0.179443
7073,100,0.366829,0.35152,0.336352,0.308798
3627,950,0.210735,0.191333,0.176237,0.156374
6050,1800,0.185107,0.183166,0.180375,0.172611
2727,100,0.212354,0.187454,0.166122,0.135368
1598,1650,0.183917,0.168668,0.155052,0.13333
6119,400,0.186645,0.165951,0.150567,0.132365
6825,1350,0.126883,0.114194,0.102824,0.08524
2454,50,0.366384,0.364534,0.362259,0.356697
2012,100,0.432049,0.411339,0.390938,0.353404
9224,50,0.437258,0.418303,0.39838,0.358702
6954,750,0.185332,0.172788,0.160955,0.138886
7604,50,0.371915,0.36206,0.350467,0.32455
1383,50,0.214206,0.205751,0.197798,0.182558
2001,250,0.2127,0.191533,0.173174,0.145948
5190,200,0.247583,0.221102,0.198394,0.16306
9343,150,0.233492,0.217898,0.20243,0.174946
3229,550,0.331137,0.324714,0.315913,0.294307
4850,50,0.468986,0.461262,0.452283,0.431372
5947,650,0.244893,0.235214,0.225286,0.20614
436,150,0.228438,0.215112,0.202576,0.179816
8559,50,0.661992,0.660308,0.657416,0.64817
1280,300,0.214407,0.193782,0.175645,0.147718
6539,300,0.204052,0.19947,0.193006,0.176749
5463,50,0.535134,0.541344,0.54962,0.571036
8896,1300,0.205053,0.201546,0.198642,0.194481
678,50,0.365334,0.374082,0.380966,0.390565
5597,200,0.447507,0.444032,0.438754,0.425569
5113,50,0.337129,0.329825,0.322199,0.306703
7096,2650,0.129403,0.121236,0.11288,0.0967243
466,800,0.108863,0.0947966,0.0830874,0.0658937
1106,600,0.24385,0.230923,0.217974,0.191853
7794,100,0.291746,0.270416,0.250778,0.218516
1282,200,0.210469,0.195662,0.181983,0.159676
8104,150,0.224977,0.214767,0.203559,0.179337
7248,100,0.282288,0.271,0.260608,0.242299
9182,50,0.364969,0.36326,0.358812,0.346125
8624,50,0.372422,0.359506,0.344923,0.314397
7669,50,0.388578,0.38194,0.37369,0.355112
253,2050,0.106956,0.102537,0.097669,0.0881065
9040,50,0.324082,0.314697,0.302878,0.274362
6118,150,0.266238,0.251649,0.2371,0.211017
9798,3100,0.225143,0.215986,0.204162,0.177887
5620,450,0.238323,0.234984,0.229783,0.214631
7774,50,0.427964,0.418244,0.408427,0.390608
3553,300,0.16138,0.143305,0.128424,0.107228
5247,100,0.296331,0.279759,0.263437,0.233187
7090,150,0.243225,0.232903,0.221,0.194318
2958,400,0.188281,0.174101,0.160552,0.136537
8590,150,0.296549,0.277668,0.261245,0.234824
8728,50,0.554297,0.549089,0.544788,0.538848
837,100,0.447128,0.435037,0.423842,0.404179
4292,50,0.37584,0.363287,0.351466,0.328205
593,50,0.282277,0.264365,0.248692,0.223773
3550,2600,0.139785,0.124002,0.111718,0.0960445
5194,50,0.535912,0.516593,0.494112,0.433527
501,100,0.471274,0.468669,0.463929,0.449762
6249,50,0.275091,0.271266,0.265207,0.248884
7753,350,0.214776,0.211353,0.208166,0.201396
3005,550,0.232913,0.221535,0.210268,0.186214
1928,50,0.452219,0.4508,0.446887,0.434119
5090,50,0.518654,0.507145,0.493743,0.463075
670,1300,0.128674,0.117192,0.107536,0.0931085
4853,50,0.44655,0.432856,0.4181,0.387154
4099,50,0.669153,0.665518,0.661089,0.650451
3075,100,0.325762,0.308602,0.292122,0.265255
4807,1450,0.237761,0.233647,0.226865,0.206683
9413,50,0.508821,0.496519,0.484076,0.459307
5948,50,0.50635,0.489354,0.472544,0.441339
6299,100,0.430214,0.419925,0.409639,0.389127
8196,50,0.435912,0.425218,0.413603,0.389556
5185,250,0.172622,0.156501,0.14243,0.120163
3252,50,0.583388,0.575502,0.565889,0.543374
1122,100,0.288633,0.274174,0.260743,0.238502
4424,100,0.292671,0.271181,0.250957,0.216323
9089,250,0.159967,0.148132,0.137845,0.122643
1520,50,0.367712,0.346902,0.325526,0.286404
8786,400,0.26367,0.274259,0.282261,0.290156
5355,50,0.328038,0.304669,0.28267,0.245519
5309,50,0.533301,0.536065,0.53634,0.531304
8930,50,0.414514,0.39695,0.379794,0.348688
9481,400,0.234041,0.218596,0.20492,0.182909
9800,50,0.237802,0.214883,0.19391,0.159554
7925,150,0.342721,0.321865,0.302292,0.268001
6433,50,0.308757,0.302514,0.296275,0.283597
1633,3800,0.163031,0.162184,0.158675,0.146392
1300,900,0.176908,0.160037,0.146287,0.127517
9931,50,0.367616,0.369604,0.368543,0.358611
5754,400,0.168539,0.159787,0.150784,0.133555
2418,50,0.633488,0.63211,0.629869,0.623663
7787,2550,0.118298,0.107419,0.0981425,0.0847277
7312,1350,0.125349,0.116511,0.108106,0.0933886
604,50,0.31831,0.304753,0.29207,0.269454
2344,5000,0.127906,0.119599,0.111698,0.096641
5934,2550,0.180236,0.179608,0.178571,0.173649
8830,50,0.471574,0.467742,0.463401,0.453936
3548,200,0.221386,0.219713,0.215746,0.204091
9066,50,0.444593,0.442029,0.436925,0.42076
5434,350,0.262834,0.241092,0.220007,0.183307
7783,350,0.249077,0.238407,0.226969,0.205784
5328,100,0.220594,0.221872,0.220582,0.213575
1875,100,0.418704,0.411892,0.404705,0.390227
3530,150,0.390599,0.380215,0.369947,0.350781
1333,300,0.162588,0.153556,0.146039,0.132379
289,50,0.586971,0.581774,0.57379,0.54913
5777,50,0.610246,0.611073,0.611458,0.611602
2770,50,0.439525,0.431343,0.4209,0.394476
8661,100,0.202607,0.197602,0.190727,0.17429
403,100,0.226414,0.221304,0.214228,0.195997
6210,100,0.219109,0.213562,0.20605,0.188184
5860,550,0.284819,0.263228,0.242625,0.204297
5958,450,0.230553,0.207594,0.188704,0.161858
4067,100,0.338413,0.323495,0.308544,0.280751
2328,4750,0.148314,0.123654,0.105334,0.0834327
2593,250,0.181301,0.166924,0.154596,0.137027
103,100,0.268239,0.240037,0.215554,0.180245
4650,250,0.250697,0.232069,0.216282,0.192089
9986,100,0.317429,0.301403,0.28595,0.259305
9311,50,0.382076,0.379228,0.373447,0.356192
715,400,0.263792,0.241611,0.222623,0.194311
1398,500,0.2297,0.216994,0.20415,0.180509
6116,650,0.176643,0.172282,0.168273,0.159683
9745,1150,0.137609,0.125065,0.115572,0.102994
9960,50,0.402517,0.40051,0.394276,0.374885
1726,2000,0.0953925,0.084392,0.0752167,0.0610059
7416,200,0.241807,0.231982,0.221861,0.202445
1605,300,0.19212,0.16444,0.141327,0.108201
3217,50,0.450795,0.442939,0.434037,0.413568
1604,100,0.216669,0.205035,0.194479,0.175061
3307,50,0.35747,0.355293,0.350063,0.334193
8564,50,0.272883,0.254745,0.239311,0.214792
6618,50,0.498381,0.498627,0.497222,0.490073
7056,100,0.384217,0.370899,0.357279,0.32832
7970,150,0.233228,0.219321,0.206704,0.184604
3835,250,0.200462,0.186738,0.174188,0.152963
9935,50,0.541216,0.523748,0.506975,0.476029
5180,50,0.413255,0.404119,0.393386,0.368683
4812,300,0.175936,0.170847,0.167273,0.165095
8936,50,0.351089,0.333704,0.317281,0.289154
6748,50,0.283316,0.269182,0.255397,0.230504
7282,50,0.565489,0.557602,0.548241,0.524736
7083,50,0.451276,0.450643,0.447527,0.436778
599,50,0.418824,0.411374,0.402876,0.38555
8018,100,0.178283,0.16055,0.146674,0.127361
6611,50,0.376043,0.36215,0.347367,0.317018
7028,50,0.264179,0.240157,0.218124,0.181758
7717,1450,0.132082,0.116742,0.103622,0.084641
8325,50,0.34191,0.331549,0.320804,0.299674
3837,50,0.371697,0.35824,0.344659,0.320273
8102,200,0.218689,0.200197,0.185094,0.163266
5415,50,0.299473,0.303683,0.304462,0.297425
6031,1450,0.210605,0.204034,0.197676,0.187156
906,100,0.356791,0.337729,0.318394,0.274919
4710,1000,0.337199,0.333884,0.325949,0.302975
8308,200,0.256301,0.220653,0.189881,0.144971
5131,4400,0.153219,0.140375,0.12832,0.107836
2510,50,0.339006,0.320325,0.300631,0.263061
6486,450,0.27669,0.259218,0.243687,0.214757
7931,150,0.411286,0.402036,0.390994,0.367443
6429,150,0.234601,0.219808,0.205923,0.180528
1060,300,0.205737,0.19162,0.179769,0.162658
6834,5000,0.133139,0.128486,0.125687,0.124554
1603,50,0.526016,0.524872,0.518901,0.497614
2568,5000,0.152191,0.135634,0.123346,0.107217
5374,700,0.229222,0.224384,0.218964,0.208161
1391,50,0.372856,0.362194,0.349788,0.323267
7306,400,0.183469,0.170504,0.158225,0.137289
